RiverId,RiverSection,StateCode
1371,Cowhouse Creek,TX
1372,Denton Creek,TX
1373,Dry Frio,TX
1374,Duck Creek,TX
1375,Frio,TX
1376,Guadalupe,TX
1377,Hackberry Creek--Nueces River,TX
1378,Hog Creek,TX
1379,Hondo Creek,TX
1380,Independence Creek,TX
1381,Lampasas,TX
1382,Little Blanco,TX
1383,Little Walnut Creek,TX
1384,Llano,TX
1385,Llano River,TX
1386,"Llano, Johnson Fork",TX
1387,Medina,TX
1388,Meridian Creek,TX
1389,Middle Bosque,TX
1390,Neches,TX
1391,Neils Creek,TX
1392,Nolan,TX
1393,North Bosque,TX
1394,North Grape Creek,TX
1395,Nueces,TX
1396,Onion Creek,TX
1397,Paluxy,TX
1398,Pecos,TX
1399,Pedernales,TX
1400,Rio Grande,TX
1401,Rocky Creek,TX
1402,Rowlett Creek,TX
1403,Sabinal,TX
1404,Salado Creek,TX
1405,"San Gabriel, N. Fork",TX
1406,"San Gabriel, S. Fork",TX
1407,San Geronimo Creek,TX
1408,San Marcos,TX
1409,San Saba,TX
1410,Sanderson Creek,TX
1411,Sandy Creek,TX
1412,Seco Creek,TX
1413,Shoal Creek,TX
1414,Spring Creek,TX
1415,Steele Creek,TX
1416,Tonkawa Creek,TX
1417,Trinity,TX
1418,"Trinity, Clear Fork",TX
1419,"Trinity, West Fork",TX
1420,Verde Creek,TX
1421,Walnut Creek,TX
1422,"Waxahachie Creek, South Prong",TX
1423,Whiterock Creek,TX
1424,American Fork,UT
1425,Bear,UT
1426,"Blacks Fork, E. Fork",UT
1427,"Blacks Fork, W. Fork",UT
1428,Blacksmith Fork,UT
1429,Chalk Creek,UT
1430,Colorado,UT
1431,Dirty Devil,UT
1432,East Canyon Creek,UT
1433,Escalante,UT
1434,"Ferron Creek, lower",UT
1435,Green,UT
1436,Jordan,UT
1437,Little Cottonwood Creek,UT
1438,Logan,UT
1439,Muddy Creek,UT
1440,Ogden,UT
1441,"Ogden, South Fork",UT
1442,Price,UT
1443,Provo,UT
1444,Rock Creek,UT
1445,San Juan,UT
1446,San Rafael,UT
1447,Sixth Water Creek,UT
1448,Spanish Fork,UT
1449,Strawberry,UT
1450,Uinta,UT
1451,Virgin,UT
1452,"Virgin, N. Fork",UT
1453,Weber,UT
1454,White,UT
1455,Yellowstone,UT
1456,Accotink Creek,VA
1457,Appomattox,VA
1458,Aquia Creek,VA
1459,Back Creek (Jackson trib),VA
1460,Back Creek (Potomac trib),VA
1461,Back Creek (Roanoke R. trib),VA
1462,Back Creek (South R. trib),VA
1463,Beaverdam Creek,VA
1464,Big Cedar Creek,VA
1465,Big Moccasin Creek,VA
1466,Big Stony Creek,VA
1467,"Big Stony, Mountain Fork",VA
1468,Briery Branch,VA
1469,Buck Mountain Creek,VA
1470,Bullpasture,VA
1471,Calfpasture,VA
1472,Catoctin Creek,VA
1473,Cedar Creek,VA
1474,Chestnut Creek,VA
1475,Clinch,VA
1476,Conway,VA
1477,Cove Creek,VA
1478,Covington,VA
1479,Cowpasture,VA
1480,Crab Orchard Branch,VA
1481,Craig Creek,VA
1482,Cub Run,VA
1483,Dead Run,VA
1484,Difficult Run,VA
1485,Donaldson Run,VA
1486,Dry,VA
1487,Dunlap Creek,VA
1488,Elk Creek,VA
1489,Four Mile Run,VA
1490,Goose Creek,VA
1491,Green Cove Creek,VA
1492,Guest,VA
1493,Hardware,VA
1494,"Hardware, N. Fork",VA
1495,"Hardware, S. Fork",VA
1496,"Holston, South Fork",VA
1497,Hughes and Hazel,VA
1498,Jackson,VA
1499,James,VA
1500,Jasper Creek,VA
1501,Jennings Branch,VA
1502,Johns Creek,VA
1503,Little (Clinch R. trib),VA
1504,Little (North R. trib),VA
1505,Little River (New R. trib),VA
1506,Little River (North Anna trib),VA
1507,Little Stony Creek,VA
1508,Lost,VA
1509,Lynch,VA
1510,Maury,VA
1511,Middle,VA
1512,Mill Creek (Shenandoah trib),VA
1513,Moormans,VA
1514,"Moormans, South Fork",VA
1515,New,VA
1516,Newfound,VA
1517,North,VA
1518,North Anna,VA
1519,Nottoway,VA
1520,Passage Creek,VA
1521,Pedlar,VA
1522,Pimmit Run,VA
1523,Piney River,VA
1524,"Piney, North Fork",VA
1525,Pohick Creek,VA
1526,"Potomac, Laurel Fork of North Fork of South Branch",VA
1527,"Potomac, S. Branch",VA
1528,"Potomac, S. Fk. of the S. Br.",VA
1529,"Potomac, S.Fk. of the S.Br.",VA
1530,"Potomac, South Branch",VA
1531,Potts Creek,VA
1532,Pound,VA
1533,Powell,VA
1534,"Powell, South Fork",VA
1535,Quantico Creek,VA
1536,"Quantico Creek, S. Branch",VA
1537,Rapidan,VA
1538,Rappahannock,VA
1539,Reed Creek,VA
1540,Rivanna,VA
1541,"Rivanna, North Fork",VA
1542,Roach,VA
1543,Roanoke,VA
1544,"Roanoke, South Fork",VA
1545,Robinson,VA
1546,Rose,VA
1547,Rush,VA
1548,Saint Mary's,VA
1549,Scott Run,VA
1550,Shenandoah,VA
1551,"Shenandoah, N. Fork",VA
1552,"Shenandoah, S. Fork",VA
1553,Sleepy Creek,VA
1554,Smith,VA
1555,South (Rapidan trib),VA
1556,South (Shenandoah tributary),VA
1557,South Anna,VA
1558,Spout Run,VA
1559,Staton's Creek,VA
1560,Staunton,VA
1561,Stock Creek,VA
1562,Stoney Creek,VA
1563,Stony Creek (NF Shenandoah trib),VA
1564,Tennessee Laurel Creek,VA
1565,Thornton,VA
1566,Tumbling Creek,VA
1567,Tye,VA
1568,"Tye, North Fork",VA
1569,"Tye, South Fork",VA
1570,"Tye, Upper North Fork",VA
1571,Walker Creek,VA
1572,White Oak Run,VA
1573,Whitetop Laurel Creek,VA
1574,Windy Run,VA
1575,Wolf Creek,VA
1576,Black,VT
1577,Browns,VT
1578,Clyde,VT
1579,Gihon,VT
1580,Lamoille,VT
1581,"Lamoille, North Branch",VT
1582,Little,VT
1583,Mad,VT
1584,Missisquoi,VT
1585,Moose,VT
1586,New Haven,VT
1587,Ottauquechee,VT
1588,Otter Creek,VT
1589,Passumpsic E Br,VT
1590,Poultney,VT
1591,Sterling Brook,VT
1592,Wells,VT
1593,West,VT
1594,White,VT
1595,Winooski,VT
1596,American,WA
1597,Bacon Creek,WA
1598,Baker Creek,WA
1599,Baker River,WA
1600,Big Quilcene,WA
1601,Bogachiel,WA
1602,Bridge Creek (Stehekin River),WA
1603,Bumping,WA
1604,Calawah,WA
1605,"Calawah, S. Fork",WA
1606,Canyon Creek (Lewis River trib.),WA
1607,Canyon Creek (S.F. Still. trib),WA
1608,Carbon,WA
1609,Cascade,WA
1610,Cedar River,WA
1611,Chehalis,WA
1612,"Chehalis, W. Fork",WA
1613,Chewuch,WA
1614,Chiwawa,WA
1615,Cispus,WA
1616,Clearwater (MF Nooksack trib.),WA
1617,Copper Creek,WA
1618,Cowlitz,WA
1619,"Cowlitz, Clear Fork",WA
1620,Deer Creek,WA
1621,Deschutes,WA
1622,Dosewallips,WA
1623,Duckabush,WA
1624,Dungeness,WA
1625,Duwamish,WA
1626,Elwha,WA
1627,Entiat,WA
1628,Granite Creek,WA
1629,Grays River,WA
1630,Green,WA
1631,Greenwater,WA
1632,Hangman (Latah) Creek,WA
1633,Hoh,WA
1634,Hoko,WA
1635,"Humptulips, E. Fork",WA
1636,"Humptulips, W. Fork",WA
1637,Jefferson Creek,WA
1638,Kettle,WA
1639,Klickitat,WA
1640,"Lewis, E. Fork",WA
1641,"Lewis, N. Fork",WA
1642,Little Klickitat,WA
1643,Little Wenatchee,WA
1644,Mad,WA
1645,Mashel,WA
1646,Matheny Creek,WA
1647,McCoy Creek,WA
1648,Methow,WA
1649,Muddy,WA
1650,Nisqually,WA
1651,"Nooksack, Middle Fork",WA
1652,"Nooksack, N. Fork",WA
1653,Ohanapecosh,WA
1654,Palouse River,WA
1655,Pilchuck River,WA
1656,Puyallup,WA
1657,Queets,WA
1658,Quinault,WA
1659,Raging,WA
1660,"Satsop, Middle Fork",WA
1661,Sauk,WA
1662,"Sauk, N. Fork",WA
1663,Similkameen,WA
1664,Amnicon,WI
1665,Bad,WI
1666,Badfish,WI
1667,Baird Creek,WI
1668,Baraboo,WI
1669,Beaver Dam,WI
1670,Big Rib,WI
1671,Black (Clark Co.),WI
1672,Black (Jackson Co.),WI
1673,Black Creek,WI
1674,Bower Creek,WI
1675,Cedar Creek,WI
1676,Chippewa,WI
1677,"Chippewa, E.Fk.",WI
1678,Copper,WI
1679,Crystal,WI
1680,Devils,WI
1681,Eau Claire (Wisconsin R. trib),WI
1682,Embarrass,WI
1683,Fox,WI
1684,Fox (Illinois R. trib.),WI
1685,Greenleaf Creek,WI
1686,Halls (Stockwell) Creek,WI
1687,Honey Creek,WI
1688,Jump,WI
1689,"Jump, S.Fk.",WI
1690,Kinnickinnic (Milwaukee trib),WI
1691,Kinnickinnic (St.Croix trib),WI
1692,"Kinnickinnic (St.Croix trib), S.Fk.",WI
1693,Little Eau Pleine,WI
1694,Little Platte,WI
1695,Little Suamico,WI
1696,Little Wolf,WI
1697,Long Lake Branch,WI
1698,Manitowoc,WI
1699,Menomonee,WI
1700,Milwaukee,WI
1701,"Montreal, W.Fk.",WI
1702,Morrison Creek,WI
1703,Mullet,WI
1704,Namekagon,WI
1705,New Wood,WI
1706,North Fish Creek,WI
1707,Oak Creek,WI
1708,"Pemebonwon, N.Br.",WI
1709,"Pemebonwon, S.Br.",WI
1710,Peshtigo,WI
1711,Pigeon Creek,WI
1712,Pike,WI
1713,Pike (Kenosha Co.),WI
1714,Pine,WI
1715,Pine (Lincoln Co.),WI
1716,Popple,WI
1717,"Popple, Little",WI
1718,Prairie,WI
1719,Red Cedar,WI
1720,"Red, W.Br.",WI
1721,Beaver Creek,WV
1722,Big Beaver Creek,WV
1723,Big Coal River,WV
1724,"Big Coal River, Clear Fork",WV
1725,"Big Coal River, Marsh Fork",WV
1726,Big Creek,WV
1727,Big Run,WV
1728,"Big Sandy River, Tug Fork",WV
1729,Birch,WV
1730,Blackwater,WV
1731,"Blackwater, North Fork",WV
1732,Bluestone,WV
1733,Brush Creek,WV
1734,Brushy Meadow Creek,WV
1735,Buckhannon,WV
1736,"Buckhannon, Left Fork",WV
1737,"Buckhannon, Left Fork of the Right Fork",WV
1738,"Buckhannon, Right Fork",WV
1739,Buffalo Creek (Cheat trib),WV
1740,Buffalo Creek (Elk trib),WV
1741,Cacapon,WV
1742,Camp Creek,WV
1743,Cheat,WV
1744,"Cheat, Black Fork",WV
1745,"Cheat, Dry Fork",WV
1746,"Cheat, Glady Fork",WV
1747,"Cheat, Laurel Fork",WV
1748,"Cheat, Shavers Fork",WV
1749,Cherry,WV
1750,"Cherry, N. Fork",WV
1751,"Cherry, S. Fork",WV
1752,Cranberry,WV
1753,Deckers Creek,WV
1754,Deer Creek,WV
1755,Elk Creek,WV
1756,Elk River,WV
1757,"Elk River, Back Fork",WV
1758,"Elk River, Old Field Fork",WV
1759,Fall Branch,WV
1760,Fields Creek,WV
1761,Gandy Creek,WV
1762,Gauley,WV
1763,Grassy Creek,WV
1764,Green's Run,WV
1765,Greenbrier River,WV
1766,"Greenbrier River, East Fork",WV
1767,"Greenbrier River, West Fork",WV
1768,Guyandotte River,WV
1769,"Holly River, Laurel Fork of Left Fork",WV
1770,"Holly River, Left Fork",WV
1771,"Holly River, Right Fork",WV
1772,Horseshoe Run,WV
1773,Jordan Run,WV
1774,Kanawha River,WV
1775,Laurel Creek (Cherry trib),WV
1776,Laurel Creek (Elk River tributary),WV
1777,Laurel Creek (New River tributary),WV
1778,Laurel Run,WV
1779,Leatherwood Creek (Clay County),WV
1780,Leatherwood Creek (Webster County),WV
1781,Lick Creek,WV
1782,Little Birch River,WV
1783,Little Bluestone River & Tributaries,WV
1784,"Little Coal River, Pond Fork",WV
1785,Little Coal River. Pond Fork,WV
1786,Little Kanawha River,WV
1787,"Little Kanawha River, Right Fork",WV
1788,Little Laurel Creek,WV
1789,Little River,WV
1790,Little Wolf Creek,WV
1791,Lunice Creek,WV
1792,"Lunice Creek, North Fork",WV
1793,Madams Creek,WV
1794,Meadow,WV
1795,Meadow Creek,WV
1796,Middle Fork,WV
1797,Moore Run,WV
1798,Mountain Creek,WV
1799,Muddlety Creek,WV
1800,New,WV
1801,North River,WV
1802,Otter Creek,WV
1803,Paint Creek,WV
1804,Panther Creek,WV
1805,"Patterson Creek, North Fork",WV
1806,Peachtree Creek,WV
1807,Peters Creek,WV
1808,Pinch Creek,WV
1809,Piney Creek,WV
1810,Pipestem Creek,WV
1811,"Potomac, Brushy Fork of the S. Fk. of the S. Br.",WV
1812,"Potomac, North Fork of South Branch",WV
1813,"Potomac, S. Branch",WV
1814,"Potomac, S.Fk. of the S.Br.",WV
1815,Red Creek,WV
1816,Red Run,WV
1817,Saltlick Creek,WV
1818,Sand Run,WV
1819,Sandlick Creek,WV
1820,Seneca Creek,WV
1821,Shenandoah,WV
1822,Bear,WY
1823,Bull Lake Creek,WY
1824,Douglas Creek,WY
1825,Encampment,WY
1826,Green,WY
1827,Greys,WY
1828,Gros Ventre,WY
1829,Libby Creek,WY
1830,Medicine Bow River,WY
1831,Middle Fork Little Laramie,WY
1832,Middle Popo Agie,WY
1833,North Fork Encampment,WY
1834,North Fork Little Laramie,WY
1835,North French Creek,WY
1836,North Mullens Creek,WY
1837,North Platte,WY
1838,"Powder, North Fork",WY
1839,Rock Creek,WY
1840,Shell Creek,WY
1841,"Shoshone, North Fork",WY
1842,"Shoshone, South Fork",WY
1843,Snake,WY
1844,Sweetwater,WY
1845,Tensleep Creek,WY
1846,Tongue,WY
1847,Wind,WY
1848,Yellowstone,WY
